Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
BB4,53.70375296033027,-2.2919578827228904,Subway,53.70716413393669,-2.2874140552253808,Sandwich Place
BB4,53.70375296033027,-2.2919578827228904,Nila,53.70073085725588,-2.2863828033553495,Indian Restaurant
BB5,53.75430149329366,-2.373389074214778,Vue,53.75473116387177,-2.368600900427134,Movie Theater
BB5,53.75430149329366,-2.373389074214778,B&M Store,53.7560735,-2.3694836,Discount Store
BB5,53.75430149329366,-2.373389074214778,Aldi,53.75601208134035,-2.3675252222743697,Supermarket
BB5,53.75430149329366,-2.373389074214778,Asda,53.756449734524395,-2.3728258605437986,Supermarket
BB5,53.75430149329366,-2.373389074214778,The Brickworks,53.75590709848884,-2.377366060632591,Gastropub
BB5,53.75430149329366,-2.373389074214778,Matalan,53.7545209,-2.3764784,Clothing Store
BB5,53.75430149329366,-2.373389074214778,Accrington Railway Station (ACR),53.75280992504901,-2.3699367818047117,Train Station
BB5,53.75430149329366,-2.373389074214778,McDonald's,53.755135573399855,-2.368664513898229,Fast Food Restaurant
BB5,53.75430149329366,-2.373389074214778,Lilly Maes,53.754608900027286,-2.367640731939914,Café
BB5,53.75430149329366,-2.373389074214778,The Railway,53.75358699319808,-2.3677232925391847,Pub
BB6,53.79291196051835,-2.417558784084461,Dog and Otter,53.792897013181964,-2.4106501042842865,Pub
BB6,53.79291196051835,-2.417558784084461,Great Harwood Cricket Club,53.793457,-2.413548,Cricket Ground
BB6,53.79291196051835,-2.417558784084461,Great Harwood,53.791356573920964,-2.410611484584075,Water Park
BB7,53.87111567468857,-2.3888983071868886,Caffè Nero,53.87209078323062,-2.3917447831860184,Coffee Shop
BB7,53.87111567468857,-2.3888983071868886,The Grand,53.873550221762926,-2.388803842708376,Movie Theater
BB7,53.87111567468857,-2.3888983071868886,Clitheroe Castle,53.87083115396875,-2.3931849002838135,History Museum
BB7,53.87111567468857,-2.3888983071868886,The Emporium,53.86941127124321,-2.392456996420809,Wine Bar
BB7,53.87111567468857,-2.3888983071868886,New Inn,53.87196522005288,-2.3936831064558386,Pub
BB7,53.87111567468857,-2.3888983071868886,Byrne And Co,53.87284018611211,-2.3918845799538277,Wine Shop
BB7,53.87111567468857,-2.3888983071868886,Bowland Brewery,53.86802129321885,-2.3944301524655858,Brewery
BB7,53.87111567468857,-2.3888983071868886,Piccolino,53.86969260222282,-2.39235675688313,Italian Restaurant
BB7,53.87111567468857,-2.3888983071868886,Booths,53.87185486512152,-2.395078229218365,Grocery Store
BB7,53.87111567468857,-2.3888983071868886,Costa Coffee,53.871714374491766,-2.3920636387984002,Coffee Shop
BB7,53.87111567468857,-2.3888983071868886,Clitheroe Market,53.87257411206176,-2.3944910071100294,Flea Market
BB7,53.87111567468857,-2.3888983071868886,Boots,53.87176736241179,-2.3921871185302734,Pharmacy
BB7,53.87111567468857,-2.3888983071868886,Lidl,53.8713159167274,-2.38736344109363,Supermarket
BB7,53.87111567468857,-2.3888983071868886,WHSmith,53.87239226750317,-2.391710168844156,Stationery Store
BB7,53.87111567468857,-2.3888983071868886,Sainsbury's,53.86919683697479,-2.391631492774169,Supermarket
BB7,53.87111567468857,-2.3888983071868886,Tesco,53.8728984,-2.3878801,Supermarket
BB7,53.87111567468857,-2.3888983071868886,Castle Chippy,53.870622401931605,-2.3917150497436523,Fast Food Restaurant
BB7,53.87111567468857,-2.3888983071868886,Cowmans Famous Sausage Shop,53.871781,-2.391996,Butcher
BB7,53.87111567468857,-2.3888983071868886,The Atrium Café,53.87020275282945,-2.3933056767367775,Café
BB7,53.87111567468857,-2.3888983071868886,Inn at the Station,53.87334283333436,-2.393864459114562,Restaurant
BB7,53.87111567468857,-2.3888983071868886,Clitheroe Castle Park,53.870352773557904,-2.395803299550271,Park
BB8,53.857970432492294,-2.1635341690066943,The Wallace Hartley (Wetherspoon),53.856710874294514,-2.170702778178848,Pub
BB8,53.857970432492294,-2.1635341690066943,Tesco Express,53.857144543913364,-2.1660105791397655,Grocery Store
BB8,53.857970432492294,-2.1635341690066943,Colne Bus Station,53.85737983029613,-2.1651950705606913,Bus Station
BB8,53.857970432492294,-2.1635341690066943,Nisa Local,53.85904379398228,-2.1630967675989723,Convenience Store
BB8,53.857970432492294,-2.1635341690066943,Leedams' Pharmacy,53.85788022961078,-2.159092426300049,Pharmacy
BB8,53.857970432492294,-2.1635341690066943,Matalan,53.85935544,-2.16923332,Clothing Store
BB8,53.857970432492294,-2.1635341690066943,About Coffee,53.856981995118716,-2.169538917139095,Café
BB8,53.857970432492294,-2.1635341690066943,Aldi,53.85975962745746,-2.1690889200380936,Supermarket
BB8,53.857970432492294,-2.1635341690066943,Sainsbury's,53.859910226707456,-2.1663158363601465,Supermarket
BB9,53.83741100787298,-2.2156203162743022,Home Bargains,53.83649079,-2.21358676,Discount Store
BB9,53.83741100787298,-2.2156203162743022,Pendle Wavelengths,53.83733621509602,-2.2122140160685313,Pool
BB9,53.83741100787298,-2.2156203162743022,Morrisons,53.838960683334584,-2.2179368739033287,Supermarket
BB9,53.83741100787298,-2.2156203162743022,Lidl,53.83453773447649,-2.217421417637106,Supermarket
BB9,53.83741100787298,-2.2156203162743022,Pendle Rise Shopping Centre,53.83602661622104,-2.214525930188477,Shopping Mall
BB9,53.83741100787298,-2.2156203162743022,ACE centre,53.83796459271205,-2.215445545457518,General Entertainment
BB9,53.83741100787298,-2.2156203162743022,The Inside Spa,53.83717066952932,-2.211974859237671,Spa
BB9,53.83741100787298,-2.2156203162743022,Nelson Railway Station (NEL),53.8352034288574,-2.2142412155760423,Train Station
BB94,53.91524159,-2.13803266,Co-op Food,53.915722,-2.145536,Grocery Store
BB94,53.91524159,-2.13803266,The White Lion,53.915501832962036,-2.140290141105652,Bar
BB94,53.91524159,-2.13803266,Chili Pepper,53.91498560680254,-2.1415197547231384,Indian Restaurant
BB94,53.91524159,-2.13803266,Little Treasures,53.9167119,-2.1438004,Kids Store
BD1,53.796756202040186,-1.7545062573338743,The Sparrow,53.79723860170701,-1.7566730656547014,Bar
BD1,53.796756202040186,-1.7545062573338743,The Record Café,53.79771371577936,-1.7568708048100754,Beer Bar
BD1,53.796756202040186,-1.7545062573338743,Midland Hotel,53.79544339789167,-1.7515274758573787,Hotel
BD1,53.796756202040186,-1.7545062573338743,The Beerhouse,53.797163866032264,-1.7564008624978147,Bar
BD1,53.796756202040186,-1.7545062573338743,Waterstones,53.79419781320626,-1.7523364260283534,Bookstore
BD1,53.796756202040186,-1.7545062573338743,wilko,53.7960155,-1.7566296,Furniture / Home Store
BD1,53.796756202040186,-1.7545062573338743,The Corn Dolly,53.79831692309846,-1.7476287262900272,Pub
BD1,53.796756202040186,-1.7545062573338743,City Vaults,53.79442416700676,-1.752595934606092,Pub
BD1,53.796756202040186,-1.7545062573338743,Mamma Mia,53.796633110639064,-1.755358388032772,Italian Restaurant
BD1,53.796756202040186,-1.7545062573338743,B&M Store,53.79560880838336,-1.755799428241744,Discount Store
BD1,53.796756202040186,-1.7545062573338743,Caffè Nero,53.793714518916545,-1.7524918561999336,Coffee Shop
BD1,53.796756202040186,-1.7545062573338743,The Old Bank,53.793320742769204,-1.7529267527929333,Bar
BD1,53.796756202040186,-1.7545062573338743,Pizza Pieces,53.794071,-1.75229385,Pizza Place
BD1,53.796756202040186,-1.7545062573338743,Boots,53.794625,-1.749776,Pharmacy
BD1,53.796756202040186,-1.7545062573338743,Starbucks,53.793018,-1.754984,Coffee Shop
BD1,53.796756202040186,-1.7545062573338743,Centenary Square,53.79277751892313,-1.7543587249514734,Plaza
BD1,53.796756202040186,-1.7545062573338743,Oastler Shopping Centre,53.79632602983256,-1.7576661142326673,Flea Market
BD1,53.796756202040186,-1.7545062573338743,Primark,53.7948251,-1.7545126,Clothing Store
BD1,53.796756202040186,-1.7545062573338743,City Park,53.79262179853576,-1.7548484032250224,Plaza
BD1,53.796756202040186,-1.7545062573338743,Costa Coffee,53.7942104617106,-1.748991777564301,Coffee Shop
BD1,53.796756202040186,-1.7545062573338743,Zizzi,53.794359466899984,-1.7512217754631365,Italian Restaurant
BD1,53.796756202040186,-1.7545062573338743,Paperchase,53.79474580595342,-1.7511860598796782,Stationery Store
BD1,53.796756202040186,-1.7545062573338743,Game,53.79574615583113,-1.7547011375427246,Video Game Store
BD1,53.796756202040186,-1.7545062573338743,Café W,53.79425880751226,-1.7524721207027405,Café
BD1,53.796756202040186,-1.7545062573338743,Impressions Gallery,53.79266888572316,-1.7549009600701349,Art Gallery
BD1,53.796756202040186,-1.7545062573338743,Boots,53.79544728378,-1.754406773957946,Pharmacy
BD1,53.796756202040186,-1.7545062573338743,Asda Living,53.800394,-1.7543732,Furniture / Home Store
BD1,53.796756202040186,-1.7545062573338743,Subway,53.80095207044668,-1.7536520932540878,Sandwich Place
BD1,53.796756202040186,-1.7545062573338743,Travelodge,53.79747624310345,-1.7505812046809675,Hotel
BD1,53.796756202040186,-1.7545062573338743,Subway,53.79310518668889,-1.7524696740321133,Sandwich Place
BD1,53.796756202040186,-1.7545062573338743,Debenhams,53.79404267315361,-1.7485755684091646,Department Store
BD1,53.796756202040186,-1.7545062573338743,H&M,53.7949213,-1.7513073,Clothing Store
BD1,53.796756202040186,-1.7545062573338743,The New Beehive Inn,53.797422101084415,-1.7618010208776143,Pub
BD1,53.796756202040186,-1.7545062573338743,Home Bargains,53.80049378,-1.75477574,Discount Store
BD1,53.796756202040186,-1.7545062573338743,Jury's Inn,53.7930061174431,-1.7577265770095025,Hotel
BD1,53.796756202040186,-1.7545062573338743,Costa Coffee,53.80105547175488,-1.7541108984084985,Coffee Shop
BD1,53.796756202040186,-1.7545062573338743,TK Maxx,53.80075816631479,-1.754172810999425,Clothing Store
BD1,53.796756202040186,-1.7545062573338743,Greggs,53.80079448223114,-1.7539125680923462,Bakery
BD1,53.796756202040186,-1.7545062573338743,Pakeezah Food2go,53.80027063982438,-1.7590034008026123,Restaurant
BD1,53.796756202040186,-1.7545062573338743,The Bradford Arms,53.8001946021096,-1.7592501640319824,Pub
BD10,53.832916481686844,-1.72473841911672,The Hitching Post,53.834520921448416,-1.7181908475649834,Pub
BD10,53.832916481686844,-1.72473841911672,Idle Beerhouse,53.8349735093136,-1.7296437221977516,Bar
BD10,53.832916481686844,-1.72473841911672,Co-op Food,53.833363841714494,-1.7300380654563912,Grocery Store
BD10,53.832916481686844,-1.72473841911672,The George,53.8361130940908,-1.7199434796280257,Pub
BD10,53.832916481686844,-1.72473841911672,Apperley Bridge Marina,53.83623127948397,-1.7198190282401675,Harbor / Marina
BD11,53.7522391572783,-1.6757717504359528,The Dolphin Fisheries,53.753456034594066,-1.671745777130127,Seafood Restaurant
BD12,53.74565223023261,-1.762678050318443,Backfeed Rehearsal Studios,53.74361616178012,-1.7684987376443921,Music Venue
BD12,53.74565223023261,-1.762678050318443,Wyke Park,53.74189045194664,-1.7651521037271447,Park
BD12,53.74565223023261,-1.762678050318443,Shaka sports massage,53.74441849999999,-1.7692408,Massage Studio
BD13,53.78676078570504,-1.861446957075753,Headley Golf Club,53.784643,-1.857067,Golf Course
BD14,53.78219695743773,-1.8183288809186116,Co-op Food,53.78498250170736,-1.818862942049015,Grocery Store
BD14,53.78219695743773,-1.8183288809186116,The Albion,53.78400421142578,-1.8196125030517578,Bar
BD14,53.78219695743773,-1.8183288809186116,The Royal Hotel,53.782626,-1.821755,Bar
BD14,53.78219695743773,-1.8183288809186116,The Black Bull Inn,53.7844109,-1.8191122,Pub
BD15,53.81011119903091,-1.8383156047005673,The Brontë Restaurant,53.81224537347159,-1.8412315698857973,Pub
BD15,53.81011119903091,-1.8383156047005673,shirbar exclusive,53.81406497899936,-1.8375349046982594,Tailor Shop
BD15,53.81011119903091,-1.8383156047005673,CNL Security Consultancy & Investigations Ltd,53.8067624,-1.8342404,Business Service
BD16,53.848537360615296,-1.83321206790692,The Myrtle Grove (Wetherspoon),53.84729187495476,-1.837325364159322,Pub
BD16,53.848537360615296,-1.83321206790692,Home Bargains,53.84717367,-1.8359586,Discount Store
BD16,53.848537360615296,-1.83321206790692,Co-op Food,53.84732993412896,-1.8361864082992378,Grocery Store
BD16,53.848537360615296,-1.83321206790692,Bingley Railway Station (BIY),53.84847654689232,-1.8377302858661853,Train Station
BD16,53.848537360615296,-1.83321206790692,Bingley Market Square,53.848228,-1.838454,Market
BD16,53.848537360615296,-1.83321206790692,Lavinia's Cafe Bistro,53.84857738544771,-1.8390083312988281,Café
BD16,53.848537360615296,-1.83321206790692,Great Shakes,53.84950725221638,-1.83931503289709,Ice Cream Shop
BD16,53.848537360615296,-1.83321206790692,Bingley Pool,53.846894937404755,-1.8391269943339232,Gym Pool
BD16,53.848537360615296,-1.83321206790692,Scope Charity Shop,53.84832421793153,-1.8261337280273438,Thrift / Vintage Store
BD16,53.848537360615296,-1.83321206790692,Bingley By-pass,53.84512428244656,-1.8285856791110129,Intersection
BD17,53.84755230414647,-1.7683888780658892,Co-op Food,53.849171,-1.767763,Grocery Store
BD17,53.84755230414647,-1.7683888780658892,Baildon Gas Services,53.8473993,-1.7613007,Construction & Landscaping
BD18,53.83063780974302,-1.7769511720534374,Shimla Spice,53.83314226543212,-1.775931163458649,Indian Restaurant
BD18,53.83063780974302,-1.7769511720534374,Shama,53.834832978592225,-1.7761498883671534,Indian Restaurant
BD18,53.83063780974302,-1.7769511720534374,Asda,53.832446,-1.779656,Supermarket
BD18,53.83063780974302,-1.7769511720534374,Abbey Lodge Hotel,53.83342391705121,-1.782156841619506,Hotel
BD18,53.83063780974302,-1.7769511720534374,Home Bargains,53.83380485,-1.77679671,Discount Store
BD18,53.83063780974302,-1.7769511720534374,Subway,53.833608719008154,-1.776082253883942,Sandwich Place
BD18,53.83063780974302,-1.7769511720534374,Costa Coffee,53.83299552800124,-1.776816313556223,Coffee Shop
BD18,53.83063780974302,-1.7769511720534374,The Sir Norman Rae (Wetherspoon),53.83410411930154,-1.7767838856068316,Pub
BD18,53.83063780974302,-1.7769511720534374,Go Bowling,53.8320761468863,-1.7759976445889403,Bowling Alley
BD18,53.83063780974302,-1.7769511720534374,Argos Shipley,53.83388013568295,-1.7762499476030627,Department Store
BD18,53.83063780974302,-1.7769511720534374,AceSpeed Historic Motorsport Shipley MOT,53.829498291016,-1.7728300094604,Auto Workshop
BD18,53.83063780974302,-1.7769511720534374,Greggs,53.83346060170286,-1.7776823043823242,Bakery
BD18,53.83063780974302,-1.7769511720534374,Shipley Market,53.833738178514125,-1.7770633142971877,Flea Market
BD18,53.83063780974302,-1.7769511720534374,Platform 5,53.83322658404858,-1.77376072177284,Platform
BD18,53.83063780974302,-1.7769511720534374,The Triangle,53.83086291442305,-1.7831110349679755,Beer Store
BD18,53.83063780974302,-1.7769511720534374,Drake Fisheries,53.8311842629769,-1.783260848293989,Fish & Chips Shop
BD18,53.83063780974302,-1.7769511720534374,Platform 1,53.834166514493184,-1.7734896816016332,Platform
BD19,53.727341820993445,-1.7141204070086653,Aakash,53.72739110485323,-1.7122651485787077,Indian Restaurant
BD19,53.727341820993445,-1.7141204070086653,Aldos Pizzeria,53.72350464201832,-1.712009003905668,Italian Restaurant
BD19,53.727341820993445,-1.7141204070086653,Home Bargains,53.72566102,-1.71315971,Discount Store
BD19,53.727341820993445,-1.7141204070086653,The Obediah Brooke  (Wetherspoon),53.72469973996898,-1.712117336038074,Pub
BD19,53.727341820993445,-1.7141204070086653,Tesco,53.72491320630864,-1.714404977938102,Supermarket
BD19,53.727341820993445,-1.7141204070086653,Eastern Spice,53.72958669216103,-1.7170905518628534,Indian Restaurant
BD19,53.727341820993445,-1.7141204070086653,ATS Euromaster Cleckheaton,53.724766402266525,-1.7187139732462549,Auto Garage
BD2,53.81524122455044,-1.7346231482004772,Co-op Food,53.81665407537766,-1.734629669849414,Grocery Store
BD2,53.81524122455044,-1.7346231482004772,Domino's Pizza,53.816806874282676,-1.734646563159913,Pizza Place
BD2,53.81524122455044,-1.7346231482004772,Tesco,53.814781,-1.738189635581989,Supermarket
BD2,53.81524122455044,-1.7346231482004772,Kents,53.816432,-1.732546091079712,Gym
BD2,53.81524122455044,-1.7346231482004772,The Manor House,53.81469901871386,-1.729661719607503,Pub
BD20,53.89831099781569,-1.949879196683083,Steeton Hall,53.89832108563629,-1.947416229243343,Hotel
BD20,53.89831099781569,-1.949879196683083,Wilds Bakery Shop,53.899377613531925,-1.9486138860558042,Bakery
BD20,53.89831099781569,-1.949879196683083,Building & Crafts,53.8975575,-1.9558752,Construction & Landscaping
BD20,53.89831099781569,-1.949879196683083,Steeton & Silsden Railway Station (SON),53.89989542019845,-1.9442278286476844,Train Station
BD21,53.86420659160349,-1.907668721833479,Cricketers Arms,53.865570387635614,-1.9053434141341858,Pub
BD21,53.86420659160349,-1.907668721833479,Boltmakers Arms,53.866550019464114,-1.9046517654524824,Pub
BD21,53.86420659160349,-1.907668721833479,Costa Coffee,53.86651315601097,-1.9077274831137074,Coffee Shop
BD21,53.86420659160349,-1.907668721833479,Lord Rodney,53.864981332535415,-1.9097428924136997,Pub
BD21,53.86420659160349,-1.907668721833479,DW Fitness First,53.86382522626943,-1.9057331480086126,Gym / Fitness Center
BD21,53.86420659160349,-1.907668721833479,Game,53.86664067150411,-1.9085184983030508,Video Game Store
BD21,53.86420659160349,-1.907668721833479,Exchange Arts Centre,53.86671687007027,-1.913471879882369,Music Venue
BD21,53.86420659160349,-1.907668721833479,Subway,53.8659603772795,-1.9085175993593566,Sandwich Place
BD21,53.86420659160349,-1.907668721833479,B&M Store,53.8675073,-1.9049877,Discount Store
BD21,53.86420659160349,-1.907668721833479,New Look,53.866146,-1.908155,Clothing Store
BD21,53.86420659160349,-1.907668721833479,Keighley Market,53.865732428050435,-1.9076500010013089,Shopping Mall
BD21,53.86420659160349,-1.907668721833479,Boots,53.86674002645529,-1.907759264164557,Pharmacy
BD21,53.86420659160349,-1.907668721833479,Morrisons,53.86437757007147,-1.90733242675545,Supermarket
BD21,53.86420659160349,-1.907668721833479,Argos,53.866231126499585,-1.9088149355915096,Warehouse Store
BD21,53.86420659160349,-1.907668721833479,WHSmith,53.86680005047345,-1.908728347221313,Stationery Store
BD21,53.86420659160349,-1.907668721833479,truGym,53.8638269193084,-1.9057416353175018,Gym / Fitness Center
BD21,53.86420659160349,-1.907668721833479,Airedale Shopping Centre,53.866706103678716,-1.9085030576293707,Shopping Mall
BD21,53.86420659160349,-1.907668721833479,Royal Oak,53.86465217440307,-1.9119179134706135,Pub
BD21,53.86420659160349,-1.907668721833479,Amici Ristorante,53.866681,-1.904703,Italian Restaurant
BD21,53.86420659160349,-1.907668721833479,Kwik Fit - Keighley,53.861854,-1.91108146,Auto Garage
BD21,53.86420659160349,-1.907668721833479,Keighley Bus Station,53.867347617257714,-1.9080756859031685,Bus Station
BD21,53.86420659160349,-1.907668721833479,Aldi,53.867104995670935,-1.9021558531706004,Supermarket
BD21,53.86420659160349,-1.907668721833479,Musicians Centre,53.866752410123446,-1.9135545943381702,Music School
BD22,53.845809583912974,-1.9554751646687107,Oakworth,53.84925309645242,-1.9575749267381897,Outdoors & Recreation
BD22,53.845809583912974,-1.9554751646687107,Snooty Fox,53.84571650340841,-1.9551372528076172,Pub
BD22,53.845809583912974,-1.9554751646687107,Holden Park (Oakworth Park),53.847324191273586,-1.9501161575317383,Park
BD23,53.993249158291,-2.0564398705533087,Sharphaw,53.99348531,-2.06331114,Scenic Lookout
BD24,54.08016717454429,-2.284049872170021,Langcliffe Caravan Park,54.082581,-2.278946,Campground
BD24,54.08016717454429,-2.284049872170021,Woodlands,54.076256,-2.2862735,Vacation Rental
BD3,53.798485346109366,-1.7266804741242305,Habib's,53.798550559009236,-1.7199983910864822,Asian Restaurant
BD3,53.798485346109366,-1.7266804741242305,Bradford Moor,53.80027063982438,-1.7201757431030273,Park
BD5,53.77815028910119,-1.7590889378952848,Lidl,53.7817006657968,-1.75927162145916,Supermarket
BD5,53.77815028910119,-1.7590889378952848,rafiqs,53.776920318603516,-1.7553582191467285,Pizza Place
BD5,53.77815028910119,-1.7590889378952848,MIR Solicitors,53.7755914,-1.7605267,Lawyer
BD5,53.77815028910119,-1.7590889378952848,IceStone,53.777594204097014,-1.7654433132053038,Ice Cream Shop
BD6,53.76452694428483,-1.7862063151677405,Co-op Food,53.768400572084865,-1.7853164770428347,Grocery Store
BD6,53.76452694428483,-1.7862063151677405,Wibsey Park,53.766512154223534,-1.7881832346888087,Park
BD6,53.76452694428483,-1.7862063151677405,Streamline Health & Fitness Club,53.76682743844859,-1.7822168323707441,Gym / Fitness Center
BD6,53.76452694428483,-1.7862063151677405,Saltys Fish And Chip Shop,53.767441347352715,-1.7815472804862,Fast Food Restaurant
BD6,53.76452694428483,-1.7862063151677405,Butty Van,53.76666953010942,-1.7798546216503721,Food Truck
BD7,53.78343906987639,-1.7856940666834538,Tesco Extra,53.7808962091934,-1.7884299159049988,Supermarket
BD7,53.78343906987639,-1.7856940666834538,Romeo's,53.783233,-1.780895,Italian Restaurant
BD7,53.78343906987639,-1.7856940666834538,Chaiiwala,53.78396,-1.7795293,Tea Room
BD8,53.80171490168392,-1.7840007927526347,The Range,53.79872043416817,-1.787087495049789,Furniture / Home Store
BD8,53.80171490168392,-1.7840007927526347,KFC,53.798518,-1.784415,Fast Food Restaurant
BD8,53.80171490168392,-1.7840007927526347,Subway,53.79742369270407,-1.7839571134661583,Sandwich Place
BD8,53.80171490168392,-1.7840007927526347,Domino's Pizza,53.797377,-1.7840707,Pizza Place
BD8,53.80171490168392,-1.7840007927526347,Mercedes-Benz of Bradford,53.798554,-1.780289,Auto Dealership
BD8,53.80171490168392,-1.7840007927526347,McDonald's,53.797717,-1.78438,Fast Food Restaurant
BD8,53.80171490168392,-1.7840007927526347,Pakeezah Supermarket,53.79743180495929,-1.7838191986083984,Grocery Store
BD8,53.80171490168392,-1.7840007927526347,Morrisons,53.79803073501397,-1.7871335550018255,Supermarket
BD9,53.81290247983467,-1.792309177929391,Hare & Hounds,53.812691921667884,-1.7955904179400533,Pub
BD9,53.81290247983467,-1.792309177929391,Phoenix Logistics,53.8116061,-1.7969352,Business Service
BD9,53.81290247983467,-1.792309177929391,Heaton Tennis And Squash Club,53.81505588657089,-1.7881111108238852,Gym / Fitness Center
BD97,53.82668252,-1.796724396405925,Moorhead,53.82792663574219,-1.8006175756454468,Scenic Lookout
BD99,53.794756371666665,-1.766360427333333,The Fighting Cock,53.79561614518477,-1.7704070851531184,Pub
BD99,53.794756371666665,-1.766360427333333,Subway,53.79303520220677,-1.7720894416315787,Sandwich Place
BD99,53.794756371666665,-1.766360427333333,Student Central,53.79153654283848,-1.7680291253617237,Student Center
BD99,53.794756371666665,-1.766360427333333,The New Beehive Inn,53.797422101084415,-1.7618010208776143,Pub
BD99,53.794756371666665,-1.766360427333333,Punjab Sweet House,53.794022414481574,-1.769099235534668,Indian Restaurant
BD99,53.794756371666665,-1.766360427333333,The Black Swan,53.794665079613765,-1.7637147909308486,Pub
BD99,53.794756371666665,-1.766360427333333,Burger Time,53.79084091169824,-1.7628121376037598,Burger Joint
BD99,53.794756371666665,-1.766360427333333,Theatre In The Mill,53.79091700231692,-1.7687530281859278,College Theater
BD99,53.794756371666665,-1.766360427333333,Greggs,53.791012338893474,-1.7625180559623346,Bakery
BH1,50.72490223835731,-1.8602981711257571,Bournemouth Pizza Co.,50.72582832784378,-1.8614874547228282,Pizza Place
BH1,50.72490223835731,-1.8602981711257571,La Piccola Italia,50.72296615633582,-1.8654899819079551,Italian Restaurant
BH1,50.72490223835731,-1.8602981711257571,Inferno,50.72257400231198,-1.8644732236862183,Pub
BH1,50.72490223835731,-1.8602981711257571,Sprinkles Gelato,50.72290441103008,-1.8654511187320904,Gelato Shop
BH1,50.72490223835731,-1.8602981711257571,Subway,50.722714,-1.865924,Sandwich Place
BH1,50.72490223835731,-1.8602981711257571,Little Asia,50.72789018788897,-1.86032719837448,Chinese Restaurant
BH1,50.72490223835731,-1.8602981711257571,Starbucks,50.724224,-1.864311,Coffee Shop
BH1,50.72490223835731,-1.8602981711257571,Sound Circus,50.727092246594765,-1.8612479019098604,Nightclub
BH1,50.72490223835731,-1.8602981711257571,The Anvil,50.722756144114946,-1.8656337034420345,Rock Club
BH1,50.72490223835731,-1.8602981711257571,Premier Inn Bournemouth East Cliff hotel,50.7225997,-1.8618407,Hotel
BH1,50.72490223835731,-1.8602981711257571,Bournemouth Noodle Bar,50.72741530654406,-1.8611416352093773,Noodle House
BH1,50.72490223835731,-1.8602981711257571,Mexigo Burrito Bar,50.72277274392436,-1.8655111619199722,Mexican Restaurant
BH1,50.72490223835731,-1.8602981711257571,Old Fire Station,50.72315423119153,-1.8650412482700114,Nightclub
BH1,50.72490223835731,-1.8602981711257571,Lansdowne,50.72252237903061,-1.865913046526102,Plaza
BH1,50.72490223835731,-1.8602981711257571,Domino's Pizza,50.72248411172963,-1.8655588682372581,Pizza Place
BH1,50.72490223835731,-1.8602981711257571,Asda,50.7265214,-1.8649713,Supermarket
BH1,50.72490223835731,-1.8602981711257571,Tesco Express,50.724054725350406,-1.86382119290774,Grocery Store
BH1,50.72490223835731,-1.8602981711257571,Travelodge,50.722669346306674,-1.854927782535085,Hotel
BH1,50.72490223835731,-1.8602981711257571,KFC,50.7221796,-1.8658354,Fast Food Restaurant
BH1,50.72490223835731,-1.8602981711257571,Tesco Express,50.72413528464299,-1.8644098145887256,Grocery Store
BH1,50.72490223835731,-1.8602981711257571,Knyveton Gardens,50.72619425171145,-1.857086248497053,Park
BH1,50.72490223835731,-1.8602981711257571,Co Op,50.722562,-1.859007,Food & Drink Shop
BH1,50.72490223835731,-1.8602981711257571,Kori,50.727331451698944,-1.861384520602703,Korean Restaurant
BH1,50.72490223835731,-1.8602981711257571,The Christopher Creeke (Lloyds No. 1 Bar),50.72251908033322,-1.8659288929394577,Pub
BH1,50.72490223835731,-1.8602981711257571,Casa Pepe,50.72793,-1.860378,French Restaurant
BH1,50.72490223835731,-1.8602981711257571,Platform 4,50.72737887448014,-1.8634655867391936,Platform
BH1,50.72490223835731,-1.8602981711257571,WOK 2 GO,50.72267537311003,-1.8656574438650977,Noodle House
BH1,50.72490223835731,-1.8602981711257571,Derby Manor Hotel,50.72503534631273,-1.8552122273378724,Hotel
BH1,50.72490223835731,-1.8602981711257571,Langtry Manor Hotel,50.724244992267664,-1.8552757475620507,Hotel
BH1,50.72490223835731,-1.8602981711257571,Bournemouth Railway Station (BMH),50.7271789510882,-1.864351388816121,Train Station
BH1,50.72490223835731,-1.8602981711257571,Platform 3,50.727192448895615,-1.8642425537109375,Platform
BH1,50.72490223835731,-1.8602981711257571,Pumpkin,50.727513871998866,-1.8643672410067318,Café
BH1,50.72490223835731,-1.8602981711257571,Best Western Hotel Royale,50.72084941516613,-1.8633034576721457,Hotel
BH10,50.75957890023163,-1.8929628005953254,Beauty by the Bay,50.7587681,-1.8994042,Health & Beauty Service
BH10,50.75957890023163,-1.8929628005953254,East Howe Lane Park,50.763526,-1.895947,Playground
BH11,50.762126510706246,-1.9195998379272359,Butchers Coppice Scout Camp,50.76444512989672,-1.9198854304503146,Campground
BH12,50.73743716574742,-1.9274627755712155,Tesco Express,50.739282543955134,-1.9290693296046015,Grocery Store
BH12,50.73743716574742,-1.9274627755712155,Branksome Recreation Ground,50.73453288718182,-1.9252702712697425,Dog Run
BH12,50.73743716574742,-1.9274627755712155,Long Johns fish and chips,50.739833403422416,-1.9316264537535368,Fish & Chips Shop
BH12,50.73743716574742,-1.9274627755712155,Mc Parkage,50.739063,-1.921736,Playground
BH13,50.7088115613427,-1.9205146247132396,Canford Cliffs,50.70892076899595,-1.9235265925547531,Scenic Lookout
